senderID,receiverID,amount,transactionType,transactionDate
Mint Income,MC3795778,0.9996,Mint Income,2025-07-03T11:05:31.867+00:00
Mint Income,MC4595039,0.0417,Mint Income,2025-07-03T11:07:09.867+00:00
Mint Income,MC2933147,9.996,Mint Income,2025-07-03T11:36:56.867+00:00
Mint Income,MC9818660,0.4998,Mint Income,2025-07-03T11:56:23.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-07-03T12:41:59.867+00:00
Mint Income,MC5832092,0.145,Mint Income,2025-07-03T12:50:04.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-07-03T12:53:08.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-07-03T13:03:55.867+00:00
Mint Income,MC8869573,41.9832,Mint Income,2025-07-03T13:04:05.867+00:00
Mint Income,MC2177687,0.0417,Mint Income,2025-07-03T13:20:14.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-07-03T13:28:25.867+00:00
Mint Income,MC8742601,4.998,Mint Income,2025-07-03T13:30:01.867+00:00
Mint Income,MC6167752,0.4998,Mint Income,2025-07-03T13:30:18.867+00:00
Convenience Fee,MC7076453,0,Convenience Fee,2025-07-03T13:39:29.867+00:00
Fund Withdrawal,MC7076453,0,Fund Withdrawal,2025-07-03T13:39:29.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-07-03T13:44:09.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-07-03T13:52:01.867+00:00
Convenience Fee,MC2081636,0,Convenience Fee,2025-07-03T13:58:20.867+00:00
Fund Withdrawal,MC2081636,0,Fund Withdrawal,2025-07-03T13:58:20.867+00:00
Convenience Fee,MC9471052,0,Convenience Fee,2025-07-03T14:08:51.867+00:00
Fund Withdrawal,MC9471052,0,Fund Withdrawal,2025-07-03T14:08:51.867+00:00
Mint Income,MC2056416,9.996,Mint Income,2025-07-03T14:19:17.867+00:00
Mint Income,MC5521351,0.0833,Mint Income,2025-07-03T14:23:10.867+00:00
Mint Income,MC6653851,0.1666,Mint Income,2025-07-03T14:30:22.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-07-03T14:33:05.867+00:00
Mint Income,MC9207770,3.332,Mint Income,2025-07-03T14:34:16.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-07-03T14:49:48.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-07-03T15:10:18.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-07-03T15:17:32.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-07-03T15:26:43.867+00:00
Mint Income,MC1899810,0.1666,Mint Income,2025-07-03T15:42:23.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-07-03T16:00:52.867+00:00
Mint Income,MC4852807,0.4998,Mint Income,2025-07-03T16:00:56.867+00:00
Mint Income,MC3564968,0.6666,Mint Income,2025-07-03T16:04:13.867+00:00
Mint Income,MC7520252,0.0417,Mint Income,2025-07-03T16:04:34.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-07-03T16:04:45.867+00:00
Mint Income,MC4446264,0.0833,Mint Income,2025-07-03T16:12:49.867+00:00
Mint Income,MC8270182,3.332,Mint Income,2025-07-03T16:24:54.867+00:00
Mint Income,MC1642111,0.0417,Mint Income,2025-07-03T16:33:29.867+00:00
Mint Income,MC9008309,0.1667,Mint Income,2025-07-03T16:33:41.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-07-03T16:50:14.867+00:00
Mint Income,MC7105640,0.0417,Mint Income,2025-07-03T17:00:04.867+00:00
Convenience Fee,MC6244314,0,Convenience Fee,2025-07-03T17:05:39.867+00:00
Fund Withdrawal,MC6244314,0,Fund Withdrawal,2025-07-03T17:05:39.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-07-03T17:18:41.867+00:00
Mint Income,MC6755591,3.75,Mint Income,2025-07-03T17:20:20.867+00:00
Mint Income,MC2407980,4.998,Mint Income,2025-07-03T17:20:35.867+00:00
Mint Income,MC5212881,4.998,Mint Income,2025-07-03T17:20:46.867+00:00
Mint Income,MC9876220,0.0833,Mint Income,2025-07-03T17:31:47.867+00:00
Mint Income,MC1646404,0.0417,Mint Income,2025-07-03T17:33:16.867+00:00
Mint Income,MC9422959,0.0833,Mint Income,2025-07-03T17:34:31.867+00:00
Mint Income,MC2564876,0.1,Mint Income,2025-07-03T17:39:59.867+00:00
Mint Income,MC6333566,0.0417,Mint Income,2025-07-03T17:44:48.867+00:00
Mint Income,MC4061955,0.0417,Mint Income,2025-07-03T17:49:27.867+00:00
Mint Income,MC1022043,0.0417,Mint Income,2025-07-03T17:49:48.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-07-03T18:03:32.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-07-03T18:08:47.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-07-03T18:09:37.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-07-03T18:10:38.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-07-03T18:10:52.867+00:00
Mint Income,MC9926011,0.0417,Mint Income,2025-07-03T18:16:45.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-07-03T18:33:40.867+00:00
Mint Income,MC1810108,6.7473,Mint Income,2025-07-03T18:34:08.867+00:00
Mint Income,MC3937433,0.0833,Mint Income,2025-07-03T18:37:20.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-07-03T19:02:29.867+00:00
Mint Income,MC1575393,3.332,Mint Income,2025-07-03T19:03:00.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-07-03T19:03:02.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-07-03T19:03:31.867+00:00
Mint Income,MC2081636,1.25,Mint Income,2025-07-03T19:07:26.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-07-03T19:10:39.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-07-03T19:22:01.867+00:00
Mint Income,MC7630307,0.0417,Mint Income,2025-07-03T20:00:27.867+00:00
Mint Income,MC6244314,0.3332,Mint Income,2025-07-03T20:02:04.867+00:00
Mint Income,MC6694901,3.332,Mint Income,2025-07-03T20:02:23.867+00:00
Mint Income,MC9577715,0.4998,Mint Income,2025-07-03T20:06:13.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-07-03T20:19:49.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-07-03T20:20:49.867+00:00
Mint Income,MC5400047,0.125,Mint Income,2025-07-03T20:21:49.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-07-03T20:30:01.867+00:00
Mint Income,MC1802055,1.25,Mint Income,2025-07-03T20:30:37.867+00:00
Mint Income,MC9988109,5.0813,Mint Income,2025-07-03T20:30:37.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-07-03T21:00:02.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-07-03T21:01:04.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-07-03T21:01:46.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-07-03T21:07:00.867+00:00
Mint Income,MC3072974,3.332,Mint Income,2025-07-03T21:19:35.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-07-03T21:23:06.867+00:00
Mint Income,MC8801046,0.0833,Mint Income,2025-07-03T21:29:58.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-07-03T21:54:50.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-07-03T23:11:24.867+00:00
Mint Income,MC9575154,3.332,Mint Income,2025-07-03T23:15:02.867+00:00
Mint Income,MC1585567,24.99,Mint Income,2025-07-03T23:18:45.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-07-03T23:46:06.867+00:00
Minting Level Income,MC1023243,0.0083,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1165261,0.0583,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1291738,0.055,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1899810,0.1,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC1915335,0.0125,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC2081636,0.0083,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC2946258,1.0496,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC2986509,0.0666,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3072974,0.025,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3297061,0.0333,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3405424,0.1,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3564968,0.9996,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3795778,0.01,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC3988379,3.0155,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC4061955,0.0333,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC4446264,0.0167,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC4845337,0.1333,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC5276082,0.3332,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC5623181,0.0167,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC5832092,0.1249,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6078218,0.0083,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6106418,3.3987,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6244314,0.05,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6588012,4.9318,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6653851,0.0666,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC6755591,1.1206,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC7076453,0.0308,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC7228064,0.05,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC7456490,3.4986,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC7785148,0.0275,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC8610353,0.9996,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC8954564,7.0652,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC9014956,6.2066,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC9267266,0.029,Minting Level Income,2025-07-04T00:00:04.867+00:00
Minting Level Income,MC9471052,0.0383,Minting Level Income,2025-07-04T00:00:04.867+00:00
Hyper Binary Income,MC340443,5,Hyper Binary Income,2025-07-04T00:16:11.867+00:00
Hyper Binary Income,MC6588012,5,Hyper Binary Income,2025-07-04T00:16:11.867+00:00
Hyper Binary Income,MC9014956,5,Hyper Binary Income,2025-07-04T00:16:11.867+00:00
Mint Income,MC2933147,9.996,Mint Income,2025-07-04T00:47:35.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-07-04T01:14:54.867+00:00
Mint Income,MC2682482,3.332,Mint Income,2025-07-04T01:53:02.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-07-04T02:24:05.867+00:00
Mint Income,MC6653851,0.1666,Mint Income,2025-07-04T02:30:44.867+00:00
Mint Income,MC5521351,0.0833,Mint Income,2025-07-04T02:52:11.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-07-04T03:02:47.867+00:00
Mint Income,MC9207770,3.332,Mint Income,2025-07-04T03:04:49.867+00:00
Mint Income,MC1899810,0.1666,Mint Income,2025-07-04T03:27:10.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-07-04T03:30:47.867+00:00
Mint Income,MC1165261,0.0917,Mint Income,2025-07-04T03:44:40.867+00:00
Mint Income,MC2274681,0.0833,Mint Income,2025-07-04T03:45:32.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-07-04T03:46:07.867+00:00
Mint Income,MC5832092,0.145,Mint Income,2025-07-04T03:48:19.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-07-04T03:58:24.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-07-04T03:59:51.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-07-04T04:00:01.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-07-04T04:00:12.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-07-04T04:00:21.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-07-04T04:00:24.867+00:00
Mint Income,MC4852807,0.4998,Mint Income,2025-07-04T04:00:35.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-07-04T04:01:24.867+00:00
Mint Income,MC7520252,0.0417,Mint Income,2025-07-04T04:04:11.867+00:00
Mint Income,MC9008309,0.1667,Mint Income,2025-07-04T04:04:54.867+00:00
Mint Income,MC1642111,0.0417,Mint Income,2025-07-04T04:05:52.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-07-04T04:08:27.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-07-04T04:09:23.867+00:00
Mint Income,MC3564968,0.6666,Mint Income,2025-07-04T04:09:44.867+00:00
Mint Income,MC4446264,0.0833,Mint Income,2025-07-04T04:13:44.867+00:00
Mint Income,MC8270182,3.332,Mint Income,2025-07-04T04:14:28.867+00:00
Mint Income,MC9121924,0.1666,Mint Income,2025-07-04T04:15:24.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-04T04:21:12.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-04T04:21:12.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-07-04T04:39:38.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-07-04T04:41:11.867+00:00
Mint Income,MC2329434,0.0833,Mint Income,2025-07-04T04:53:12.867+00:00
Mint Income,MC7105640,0.0417,Mint Income,2025-07-04T05:00:17.867+00:00
Mint Income,MC4595039,0.0417,Mint Income,2025-07-04T05:10:53.867+00:00
Mint Income,MC6755591,3.75,Mint Income,2025-07-04T05:18:53.867+00:00
Mint Income,MC2407980,4.998,Mint Income,2025-07-04T05:19:08.867+00:00
Mint Income,MC5212881,4.998,Mint Income,2025-07-04T05:19:22.867+00:00
Mint Income,MC6167752,0.4998,Mint Income,2025-07-04T05:19:32.867+00:00
Mint Income,MC8742601,4.998,Mint Income,2025-07-04T05:19:42.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-07-04T05:30:45.867+00:00
Mint Income,MC9876220,0.0833,Mint Income,2025-07-04T05:31:39.867+00:00
Mint Income,MC1646404,0.0417,Mint Income,2025-07-04T05:33:01.867+00:00
Mint Income,MC9422959,0.0833,Mint Income,2025-07-04T05:38:15.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-07-04T06:00:58.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-07-04T06:04:44.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-07-04T06:08:20.867+00:00
Mint Income,MC9926011,0.0417,Mint Income,2025-07-04T06:18:48.867+00:00
Mint Income,MC6333566,0.0417,Mint Income,2025-07-04T06:37:49.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-07-04T06:39:39.867+00:00
Mint Income,MC1810108,6.7473,Mint Income,2025-07-04T06:39:52.867+00:00
Mint Income,MC2177687,0.0417,Mint Income,2025-07-04T06:43:40.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-07-04T07:02:15.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-07-04T07:02:45.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-07-04T07:03:07.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-07-04T07:17:50.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-07-04T07:37:50.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-07-04T07:38:32.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-07-04T07:44:23.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-07-04T07:44:35.867+00:00
Mint Income,MC3331511,3.332,Mint Income,2025-07-04T07:44:39.867+00:00
Mint Income,MC4061955,0.0417,Mint Income,2025-07-04T07:46:32.867+00:00
Mint Income,MC1022043,0.0417,Mint Income,2025-07-04T07:47:06.867+00:00
Mint Income,MC7630307,0.0417,Mint Income,2025-07-04T08:00:20.867+00:00
Mint Income,MC9577715,0.4998,Mint Income,2025-07-04T08:05:49.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-07-04T08:09:27.867+00:00
Mint Income,MC6694901,3.332,Mint Income,2025-07-04T08:09:30.867+00:00
Mint Income,MC2081636,1.3333,Mint Income,2025-07-04T08:09:49.867+00:00
Mint Income,MC3297061,0.4998,Mint Income,2025-07-04T08:26:49.867+00:00
Mint Income,MC5939786,0.1666,Mint Income,2025-07-04T08:26:59.867+00:00
Mint Income,MC9988109,5.0813,Mint Income,2025-07-04T08:28:32.867+00:00
Mint Income,MC1802055,1.25,Mint Income,2025-07-04T08:28:50.867+00:00
Mint Income,MC8123068,4.998,Mint Income,2025-07-04T08:43:37.867+00:00
Mint Income,MC3937433,0.0833,Mint Income,2025-07-04T08:44:32.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-07-04T08:55:35.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-07-04T08:59:32.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-07-04T09:02:51.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-07-04T09:03:21.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-07-04T09:03:29.867+00:00
Mint Income,MC5400047,0.125,Mint Income,2025-07-04T09:04:22.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-07-04T09:04:27.867+00:00
Mint Income,MC2564876,0.1,Mint Income,2025-07-04T09:08:11.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-07-04T09:11:07.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-04T09:12:13.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-04T09:12:13.867+00:00
Convenience Fee,MC1802055,0,Convenience Fee,2025-07-04T09:16:43.867+00:00
Fund Withdrawal,MC1802055,0,Fund Withdrawal,2025-07-04T09:16:43.867+00:00
Mint Income,MC1575393,3.332,Mint Income,2025-07-04T09:18:03.867+00:00
Mint Income,MC8801046,0.0833,Mint Income,2025-07-04T09:19:25.867+00:00
Mint Income,MC6244314,0.3332,Mint Income,2025-07-04T09:40:50.867+00:00
Mint Income,MC6301970,16.66,Mint Income,2025-07-04T10:19:05.867+00:00
Mint Income,MC6078218,3.332,Mint Income,2025-07-04T10:20:55.867+00:00
Mint Income,MC1291738,0.2749,Mint Income,2025-07-04T10:31:09.867+00:00
Mint Income,MC4073916,0.2749,Mint Income,2025-07-04T10:33:08.867+00:00
Mint Income,MC4381588,0.2749,Mint Income,2025-07-04T10:38:05.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-07-04T10:41:15.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-07-04T11:03:29.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-07-04T11:17:35.867+00:00
MC2402013 ,MC2564876,5,Direct Income,2025-07-04T11:20:00.867+00:00
MC9567251 ,MC2402013,5,Direct Income,2025-07-04T11:37:01.867+00:00
MC4915053 ,MC2402013,5,Direct Income,2025-07-04T11:54:00.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-07-04T12:23:11.867+00:00
Mint Income,MC2933147,9.996,Mint Income,2025-07-04T12:32:17.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-07-04T13:55:36.867+00:00
Mint Income,MC2682482,3.332,Mint Income,2025-07-04T14:11:05.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-07-04T14:21:51.867+00:00
Mint Income,MC6653851,0.1666,Mint Income,2025-07-04T14:30:25.867+00:00
Mint Income,MC3072974,3.332,Mint Income,2025-07-04T14:34:02.867+00:00
MC4063554 ,MC8270182,5,Direct Income,2025-07-04T14:44:01.867+00:00
MC9081836 ,MC4063554,5,Direct Income,2025-07-04T14:44:01.867+00:00
MC9984121 ,MC4063554,5,Direct Income,2025-07-04T14:44:01.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-07-04T15:10:12.867+00:00
Mint Income,MC1899810,0.1666,Mint Income,2025-07-04T15:22:55.867+00:00
Mint Income,MC5521351,0.0833,Mint Income,2025-07-04T15:38:45.867+00:00
Convenience Fee,MC9008309,0,Convenience Fee,2025-07-04T15:47:52.867+00:00
Fund Withdrawal,MC9008309,0,Fund Withdrawal,2025-07-04T15:47:52.867+00:00
Mint Income,MC1165261,0.0917,Mint Income,2025-07-04T15:53:58.867+00:00
Mint Income,MC4852807,0.4998,Mint Income,2025-07-04T16:00:47.867+00:00
Mint Income,MC5832092,0.145,Mint Income,2025-07-04T16:01:05.867+00:00
Mint Income,MC9121924,0.1666,Mint Income,2025-07-04T16:01:07.867+00:00
Mint Income,MC7520252,0.0417,Mint Income,2025-07-04T16:03:50.867+00:00
Mint Income,MC1642111,0.0417,Mint Income,2025-07-04T16:06:09.867+00:00
Mint Income,MC3564968,0.6666,Mint Income,2025-07-04T16:08:12.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-07-04T16:08:32.867+00:00
Mint Income,MC9207770,3.332,Mint Income,2025-07-04T16:09:41.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-07-04T16:23:41.867+00:00
Mint Income,MC9008309,0.1667,Mint Income,2025-07-04T16:28:05.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-07-04T16:34:26.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-07-04T16:42:11.867+00:00
Mint Income,MC7105640,0.0417,Mint Income,2025-07-04T17:00:40.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-07-04T17:04:56.867+00:00
Mint Income,MC4446264,0.0833,Mint Income,2025-07-04T17:14:50.867+00:00
Convenience Fee,MC2682482,0,Convenience Fee,2025-07-04T17:19:43.867+00:00
Fund Withdrawal,MC2682482,0,Fund Withdrawal,2025-07-04T17:19:43.867+00:00
Rollback,MC2682482,113,Rollback,2025-07-04T17:19:43.867+00:00
Mint Income,MC6755591,3.75,Mint Income,2025-07-04T17:20:19.867+00:00
Mint Income,MC2407980,4.998,Mint Income,2025-07-04T17:20:30.867+00:00
Mint Income,MC5212881,4.998,Mint Income,2025-07-04T17:20:40.867+00:00
Mint Income,MC6167752,0.4998,Mint Income,2025-07-04T17:20:52.867+00:00
Mint Income,MC8742601,4.998,Mint Income,2025-07-04T17:21:01.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-07-04T17:31:02.867+00:00
Mint Income,MC9876220,0.0833,Mint Income,2025-07-04T17:31:36.867+00:00
Mint Income,MC9422959,0.0833,Mint Income,2025-07-04T17:37:51.867+00:00
Mint Income,MC2056416,9.996,Mint Income,2025-07-04T17:48:24.867+00:00
Mint Income,MC1646404,0.0417,Mint Income,2025-07-04T17:49:10.867+00:00
Mint Income,MC8270182,3.332,Mint Income,2025-07-04T17:52:21.867+00:00
Mint Income,MC6830910,0.1666,Mint Income,2025-07-04T17:59:24.867+00:00
Mint Income,MC9926011,0.0417,Mint Income,2025-07-04T18:03:24.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-07-04T18:04:07.867+00:00
Mint Income,MC6333566,0.0417,Mint Income,2025-07-04T18:13:50.867+00:00
Mint Income,MC2274681,0.0833,Mint Income,2025-07-04T18:18:52.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-07-04T18:26:01.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-07-04T18:34:29.867+00:00
Mint Income,MC1810108,6.7473,Mint Income,2025-07-04T18:34:40.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-07-04T18:56:36.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-07-04T19:01:56.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-07-04T19:02:22.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-07-04T19:02:51.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-07-04T19:05:49.867+00:00
Mint Income,MC2986509,0.1,Mint Income,2025-07-04T19:11:33.867+00:00
Mint Income,MC9818660,0.4998,Mint Income,2025-07-04T19:15:05.867+00:00
Mint Income,MC3331511,3.332,Mint Income,2025-07-04T19:29:07.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-07-04T19:34:18.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-07-04T19:34:31.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-07-04T19:40:16.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-07-04T19:46:39.867+00:00
Mint Income,MC2329434,0.0833,Mint Income,2025-07-04T19:46:40.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-07-04T19:50:44.867+00:00
Mint Income,MC7630307,0.0417,Mint Income,2025-07-04T20:00:23.867+00:00
Mint Income,MC1802055,1.25,Mint Income,2025-07-04T20:01:13.867+00:00
Mint Income,MC9577715,0.4998,Mint Income,2025-07-04T20:05:32.867+00:00
Mint Income,MC9575154,3.332,Mint Income,2025-07-04T20:11:44.867+00:00
Mint Income,MC3297061,0.4998,Mint Income,2025-07-04T20:28:22.867+00:00
Mint Income,MC5939786,0.1666,Mint Income,2025-07-04T20:28:35.867+00:00
Mint Income,MC6694901,3.332,Mint Income,2025-07-04T20:34:30.867+00:00
Mint Income,MC3937433,0.0833,Mint Income,2025-07-04T20:53:03.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-07-04T20:55:53.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-07-04T21:02:34.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-07-04T21:03:04.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-07-04T21:04:05.867+00:00
Mint Income,MC2177687,0.0417,Mint Income,2025-07-04T21:05:37.867+00:00
Mint Income,MC5400047,0.125,Mint Income,2025-07-04T21:06:49.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-07-04T21:08:55.867+00:00
Mint Income,MC4595039,0.0417,Mint Income,2025-07-04T21:11:53.867+00:00
Mint Income,MC2564876,0.125,Mint Income,2025-07-04T21:24:09.867+00:00
Mint Income,MC4061955,0.0417,Mint Income,2025-07-04T21:27:18.867+00:00
Mint Income,MC1022043,0.0417,Mint Income,2025-07-04T21:28:30.867+00:00
Mint Income,MC1382081,24.99,Mint Income,2025-07-04T21:30:32.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-07-04T21:38:44.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-07-04T22:02:30.867+00:00
Mint Income,MC6244314,0.3332,Mint Income,2025-07-04T22:25:05.867+00:00
Mint Income,MC8801046,0.0833,Mint Income,2025-07-04T22:30:21.867+00:00
